type,color,price,sells,month
t-shirt,green,30.78,57,8
t-shirt,brown,10.74,50,7
t-shirt,green,22.1,10,1
t-shirt,green,17.15,90,6
t-shirt,brown,31.51,58,4
t-shirt,flower,33.78,31,6
t-shirt,green,27.71,57,7
t-shirt,yellow,34.09,40,4
t-shirt,grey,32.75,48,5
t-shirt,yellow,13.77,50,1
t-shirt,blue,32.4,27,12
t-shirt,flower,33.96,10,9
t-shirt,blue,18.02,81,4
t-shirt,flower,10.39,122,7
t-shirt,yellow,23.28,84,7
t-shirt,brown,25.54,93,7
t-shirt,grey,19.09,88,4
t-shirt,blue,21.13,75,8
t-shirt,flower,30.2,9,2
t-shirt,brown,19.16,95,6
t-shirt,pink,29.86,29,9
t-shirt,red,31.25,44,4
t-shirt,black,33.41,6,10
t-shirt,green,28.2,46,7
t-shirt,blue,17.47,69,6
t-shirt,yellow,12.39,49,2
t-shirt,red,15.85,42,1
t-shirt,yellow,30.03,4,9
t-shirt,flower,18.34,66,3
t-shirt,red,14.7,33,9
t-shirt,pink,25.02,33,11
t-shirt,brown,21.47,7,9
t-shirt,green,26.72,67,6
t-shirt,red,28.54,90,8
t-shirt,red,16.5,124,8
t-shirt,flower,22.66,28,1
t-shirt,yellow,21.98,10,12
t-shirt,flower,17.1,37,2
t-shirt,pink,11.44,105,7
t-shirt,grey,11.32,33,10
t-shirt,pink,15.62,117,3
t-shirt,white,15.61,58,3
t-shirt,flower,16.83,90,5
t-shirt,green,27.62,72,8
t-shirt,brown,20.83,9,9
t-shirt,green,28.31,6,12
t-shirt,red,28.33,15,1
t-shirt,beige,30.32,38,8
t-shirt,beige,22.49,37,12
t-shirt,white,25.76,95,8
t-shirt,flower,30.25,47,4
t-shirt,black,33.49,56,5
t-shirt,grey,10.04,102,3
t-shirt,grey,22.84,33,12
t-shirt,flower,17.82,85,4
t-shirt,beige,22.39,20,1
t-shirt,flower,27.92,63,8
t-shirt,flower,10.95,17,11
t-shirt,black,26.43,77,6
t-shirt,black,16.24,45,11
t-shirt,white,26.48,52,6
t-shirt,grey,24.18,55,6
t-shirt,white,23.29,61,8
t-shirt,pink,16,36,12
t-shirt,brown,37.92,36,4
t-shirt,green,22.65,42,4
t-shirt,grey,16.25,113,4
t-shirt,pink,32.11,25,4
t-shirt,blue,15.93,64,4
t-shirt,green,19.22,69,4
t-shirt,black,25.81,64,8
t-shirt,grey,34.91,47,7
t-shirt,brown,14.92,55,3
t-shirt,grey,26.49,32,1
t-shirt,grey,39.95,16,2
t-shirt,pink,14.43,46,4
t-shirt,red,10.18,44,1
t-shirt,green,39.72,21,8
t-shirt,yellow,14.49,102,5
t-shirt,grey,22.49,17,10
t-shirt,yellow,23.5,4,12
t-shirt,white,12.78,121,3
t-shirt,black,24.37,54,4
t-shirt,blue,13,106,8
t-shirt,green,26.28,34,10
t-shirt,white,27.34,25,10
t-shirt,flower,27.99,20,12
t-shirt,green,38.01,19,12
t-shirt,brown,24.91,25,2
t-shirt,yellow,13.89,34,9
t-shirt,yellow,39.09,24,8
t-shirt,red,18.84,90,3
t-shirt,yellow,31.03,65,7
t-shirt,blue,11.93,45,3
t-shirt,black,30.51,44,3
t-shirt,red,15.99,126,7
